Title,LUGAR,FREGUESIA,CONCELHO,DISTRITO,PAINEL,DATA,Latitude,Longitude,DESCRIÇÃO DO ORATÓRIO,AUTOR RECOLHA,CAIXA DE ESMOLAS,PROTEÇÃO,ALTURA RET (cm),LARGURA RET (cm),PROFUNDIDADE RET (cm),DATA ÚLTIMA ATUALIZAÇÃO,REFERÊNCIAS CONHECIDAS,OBS
0236-OAZ-AV,"Castelo, Rua do Castelo",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos [...] A composição, adornada por moldura vegetalista ovalada, é encimada por N. Sr.ª do Carmo ladeada por anjos acólitos [...]», VIDE MARQUES, p. 29, 2001",sd,40.915746,-8.431681,"«[...] Alminhas em cimento de formato rectangular e arestas supeiores côncavas, rematadas por cruz latina de grandes dimensões. O monumento apresenta nicho de núcleo arredondado [...]», VIDE MARQUES, p. 29, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0237-OAZ-AV,"Gândara, Praça da Liberdade",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos decorado apenas nos cantos superiores por caras de pequenos anjos entre nuvens [...]», VIDE MARQUES, p. 31, 2001",1791,40.912705,-8.431476,"«[...] Alminhas setecentistas em granito, de configuração rectangular e coroa de vértices arredondados. O monumento apresenta nicho de moldura relevada que superiormente ostenta decoração incisa, desenhando duas terminações circulares e a data de 1791 avivada a negro. A edícula, de arco redondo [...]», VIDE MARQUES, p. 31, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0238-OAZ-AV,"Mato de Arca, Rua das Cavadas",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos representando a encimar a composição, de N. Sr.ª do Carmo. Em plano inferior, dois anjos alados [...]», VIDE MARQUES, p. 31, 2001",1861,40.919902,-8.440964,"«Alminhas oitocentistas em granito, de formato rectangular, coroados por base de formato trapezoidal, que terá sustentado cruz, hoje desaparecida. Conhecidas por ""Alminhas de Mato D'Arca"" [...] O monumento apresenta decoração arquitectónica com colunas assentes em pilastras, sobre as quais se ergue frontão triangular. O nicho de recorte superior arredondado é encimado por moldura rematada em cruz ladeada por dois pássaros desenhados por linhas insculpidas actualmente avivadas a branco. Por baixo, campo epigráfico de formato rectangular [...]», VIDE MARQUES, p. 31, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento metálico adornado.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0239-OAZ-AV,"Vilarinho, Rua Pedro Lopes",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] O painel apresenta composição encimada por Cristo crucificado, sob a qual se vê a imagem de N. Sr.º do Carmo, ladeada por dois anjos acólitos [...]», VIDE MARQUES, p. 32, 2001",?,40.925110,-8.449115,"«Alminhas esguias, em granito, de configuração rectangular e topo de vértices côncavos coroado por cruz latina. Nicho de recorte superior redondo [...]», VIDE MARQUES, p. 32, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0240-OAZ-AV,"Vilarinho, Rua Nossa Senhora da Esperança",Cesar,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos com a representação de N. Sr.ª do Carmo e, em plano inferior, as almas no fogo do purgatório [...]», VIDE MARQUES, p. 33, 2001",?,40.926698,-8.449746,"«Alminhas em granito de formato rectangular [...] Conhecidas por ""Alminhas do Cabo"". o monumento apresenta superiormente frontão curvo encimado por cruz ladeada por coruchéus. Este, suportado por duas colunas laterais assentes em pilares é ricamente trabalhado por decoração vegetalista relevada. O nicho de topo redondo [...] Por baixo, placa de mármore [...]», VIDE MARQUES, p. 33, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0241-OAZ-AV,"Faria de Cima, Rua Dr. Ângelo da Fonseca",Couto de Cucujães,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de madeira, cuja pintura representa Cristo crucificado, ladeado por S. Miguel Arcanjo e N. Sr.ª do Carmo. Aos pés da cruz, em atitude de oração a Santas mulheres [...]», VIDE MARQUES, p. 36, 2001",1882,40.879296,-8.491319,"«Alminhas oitocentistas, em granito, de formato rectangular e topo arredondado [...] nicho emoldurado, de núcleo redondo, sobre o qual se ergue cruz assente em decoração que forma uma flor de lis. Lateralmente o nicho é flanqueado por colunas denteadas de remate triangular decorado com motivos vegetalistas, a mesma flor de lis, mas invertida [...]», VIDE MARQUES, p. 36, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro e vidro.,,,,Foto: 16/03/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0242-OAZ-AV,"Faria de Cima, Rua Dr. Ângelo da Fonseca",Couto de Cucujães,Oliveira de Azeméis,Aveiro,Não,sd,40.878477,-8.491389,"Oratório bastante alterado em relação a VIDE MARQUES 2001. Com cobertura de duas águas e cruz a rematar. O nicho com mesma estrutura assenta em parapeito de mármore. «Oratório em cimento, pintado de branco, adossado num muro. De formato rectangular, apresenta topo triangular [...]», VIDE MARQUES, p. 36, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Sim,Sim. Gradeamento de ferro e vidro.,,,,Foto: 16/03/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0243-OAZ-AV,"Rebordões, Rua Prof Dr. António Joaquim Ferreira Silva",Couto de Cucujães,Oliveira de Azeméis,Aveiro,"Sim. «[...] uma gravura com a representação de uma cruz e as imagens de Santo António e do Sagrado Coração de Jesus.», VIDE MARQUES, p. 37, 2001",sd,40.865164,-8.508522,"«[...] Conhecidas por ""Alminhas de Santo António"", apresentam formato rectangular. Assentes em pequeno parapeito, o monumento ostenta decoração arquitectónica de colunas lisas sobre as quais remate triangular decorado no topo com uma pequena esfera. A edícula de formato rectangular, é encimada por moldura sobre a qual repousa cruz decorada no transepto por uma hóstia [...]», VIDE MARQUES, p. 37, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 16/03/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0244-OAZ-AV,"Rebordões, Rua Prof Dr. António Joaquim Ferreira Silva",Couto de Cucujães,Oliveira de Azeméis,Aveiro,Não,sd,40.862340,-8.508465,"«Em forma de pequena capelinha, estas alminhas apresentam cobertura de telha e topo triangular encimado por cruz granítica [...]», VIDE MARQUES, p. 38, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta de madeira.,,,,Foto: 16/03/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0245-OAZ-AV,"Vale Grande, Rua Prof. Rosália Reis",Couto de Cucujães,Oliveira de Azeméis,Aveiro,Não,sd,40.865280,-8.516520,"«Em forma de pequena capelinha, apresentam cobertura de telha e topo triangular rematado por cruz de ferro [...]», VIDE MARQUES, p. 39, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta em madeira e ferro.,,,,Foto: 16/03/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0246-OAZ-AV,"Coto, Largo do Coto",Fajões,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos [...] formada por Cristo e as almas do purgatório, com a particularidade de Cristo não estar representado na cruz, mas sim como figura clemente, tendo a seus pés uma alma de joelhos, pedindo auxílio [...]», VIDE MARQUES, p. 42, 2001",sd,40.923499,-8.428804,"«Alminhas em granito de formato rectangular assentes em base granítica [...] apresenta decoração de colunas assentes em pilastras, rematadas por capitéis. O topo de recorte arredondado, é decorado com enrolamentos de terminação em voluta, coroado por cruz. O nicho, de recorte superior redondo encimado por cruz latina [...] Por baixo almofada saliente que terá tido a função de campo epigráfico [...]», VIDE MARQUES, p. 42, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0247-OAZ-AV,"Moutas, Rua das Moutas",Fajões,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos que exibe, dentro de moldura vegetalista do formato ogivado, a representação de S. Cristovão.», VIDE MARQUES, p. 43, 2001",1852?,40.908890,-8.421069,"«Alminhas oitocentistas em granito, de formato rectangular e recorte superior redondo, assentes sobre bloco também granítico que lhes serve de base. Exibem cruz sobre nicho emoldurado e decoração incisa avivada a branco, que adorna o monumento lateralmente. A decoração é formada por pináculos, cruzes e motivos vegetalistas. Por baixo, campo epigráfico [...]», VIDE MARQUES, p. 44, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0248-OAZ-AV,"S. Mamede, Rua S. Mamede",Fajões,Oliveira de Azeméis,Aveiro,Sim. [Painel em azulejo policromado em 01/05/2021.],1859,40.928682,-8.434410,"«Singulares alminhas em granito, de formato rectangular, assentes em bloco granítico que lhe serve de base. Ricamente trabalhadas, o monumento exibe ourela em relevo, danificada no topo, que terá ostentado cruz. O nicho, de recorte superior arredondado apresenta moldura relevada, sobre a qual se ergue cruz da Ordem de Cristo, ladeada por pináculos. Inferiormente ostenta decoração també relevada, formada por dois pináculos invertidos e losangos [...]», VIDE MARQUES, p. 45, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Não,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0249-OAZ-AV,"Torre, Rua da Torre",Fajões,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel com a representação de Cristo crucificado [...]», VIDE MARQUES, p. 46, 2001.[representação de Nossa Senhora do carmo em foto de 01/05/2021]",sd,40.916604,-8.423293,"«Alminhas em granito, colocadas sobre paraeito saliente de formato rectangular apresentam arestas superiores côncavas. O nicho de topo arredondado é rematado por cruz trilobada ladeada por pináculos [...]», VIDE MARQUES, p. 46, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 01/05/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0250-OAZ-AV,"Arrota, Rua da Arrota",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.791627,-8.533796,"«Conhecidas por ""Almas do Mariano"", apresentam forma de pequena capelinha, de topo triangular, rematado por cruz. Nicho quadrado em granito [...] mais do que uma alminhas, trata-se efectivamente de um oratório em honra de Santa Apolónia.», VIDE MARQUES, p. 48, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0251-OAZ-AV,"Arrota, Rua Dr Albino Reis",Loureiro,Oliveira de Azeméis,Aveiro,Não.,sd,40.792020,-8.545586,"«Oratório em forma de pequena capelinha, conhecido por oratório de Bonfim. O monumento apresenta topo triangular trabalhado e encimado por acrotério sobre o qual se ergue cruz latina. Lateralmente ostenta duas colunas encimadas por coruchéus. Na frontaria, pequeno nicho de recorte superior redondo [...] ão conhecidas por ""Capela"" do Santo do Bonfim.», VIDE MARQUES, p. 49, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro e rede.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0252-OAZ-AV,"Coxo, Rua do Coxo",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.797011,-8.544884,"«Alminhas oratório antigas, em granito [...] assentam em parapeito saliente e apresentam recorte superior arredondado encimado por pequena cruz de ferro. O nicho, de moldura quase imperceptível [...]», VIDE MARQUES, p. 50, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0253-OAZ-AV,"Feital, Rua Dr. António Maria",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.800934,-8.536960,"«Singelo nicho de pedra granítica, incorporado na parede. O mungimento, apresenta graciosa moldura de arco redondo [...] encimada por pequena cruz relevada.», VIDE MARQUES, p. 50, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Não,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0254-OAZ-AV,"Outeiro, Rua do Outeiro",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.805444,-8.519456,"«Denominadas ""Alminhas da Justina"", apresentam forma de pequena capelinha, de topo triangular rematado por base redonda sobre a qual se ergue uma cruz, actualmente partida. O nicho, de formato rectangular e recorte superior arredondado [...]», VIDE MARQUES, p. 51, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0255-OAZ-AV,"Outeiro, Travessa Bento Carqueja",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.809749,-8.519089,"Alminhas de formato rectangular [...] nicho de recorte superior redondo [...]», VIDE MARQUES, p. 52, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0256-OAZ-AV,"Outeiro, Largo do Cruzeiro",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.810178,-8.521209,"«Conhecidas por ""Alminhas de N.ª Sr.ª das Dores"" apresentam forma de pequena capelinha. Com cobertura de telha, o topo de formato triangular é encimado por acrotério sobre o qual se ergue cruz trilobada. Lateralmente duas colunas rematados por coruchéus. Na frontaria nicho rectangular [...]», VIDE MARQUES, p. 52, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Sim.,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0257-OAZ-AV,"Outeiro, Rua Francisco Sá Carneiro",Loureiro,Oliveira de Azeméis,Aveiro,"Sim. «[...] Na frontaria, um painel de azulejos em azul e branco, com a representação de N. Sr.ª da Conceição, envolta em moldura vegetalista [...]», VIDE MARQUES, p. 53, 2001",sd,40.809894,-8.520455,"«Alminhas [...] adossadas no muro da habitação [...] Em forma de capelinha, apresentam topo arredondado encimado por cruz [...]», VIDE MARQUES, p. 53, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro e rede.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0258-OAZ-AV,"Outeiro de Cima, Rua Francisco Sá Carneiro",Loureiro,Oliveira de Azeméis,Aveiro,"Sim. «[...] Apresenta na frontaria, painel de azulejos sobre nicho [...]», VIDE MARQUES, p. 53, 2001",sd,40.807361,-8.527622,"«Oratório em forma de pequena capelinha dedicado a Santa Germana, de topo triangular encimado por cruz [...]», VIDE MARQUES, p. 53, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0259-OAZ-AV,"Póvoa, Rua da Póvoa",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.820719,-8.516449,"«Alminhas oratório [...] incrustado na parede de habitação. Apoiado em parapeito [...] o nicho de recorte superior redondo [...]», VIDE MARQUES. p. 54, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Sim.,Sim. Porta de ferro e rede,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0260-OAZ-AV,"Póvoa, Rua da Póvoa",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.821041,-8.517250,"«[...] Alminhas oratório de formato rectangular [...] topo triangular encimado por cruz de ferro [...] o nicho, de moldura granítica rectangular  erecorte superior redondo [...]», VIDE MARQUES, p. 55, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro e vidro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0261-OAZ-AV,"Póvoa, Travessa da Póvoa",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.821885,-8.516511,"«Pequeno e singelo nicho conhecido por ""Alminhas da Sagrada Família"" [...] Afeiçoado na parede da habitação apresenta topo em ogiva [...]», VIDE MARQUES, p. 55, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro decorado por cruz.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0262-OAZ-AV,"Póvoa, Rua do Pinhal",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.823551,-8.521711,"«[...] Conhecidas por ""Alminhas da Rascoa"", apresentam formato rectangular e topo triangular encimado por cruz de ferro trabalhado. O nicho de formato também rectangulat [...]», VIDE MARQUES, p. 56, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Porta de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0263-OAZ-AV,"Rua Nova, Rua Dr. Albino dos Reis",Loureiro,Oliveira de Azeméis,Aveiro,Não,sd,40.807799,-8.537183,"«Oratório em forma de pequena capelinha, dedicado a N. Sr.ª dos remédios. O monumento apresenta topo triangular encimado por acrotério sobre o qual se ergue cruz. Lateralmente ostenta duas colunas encimadas por coruchéus. Na frontaria, epígrafe rectangular encimada por cruz relevada [...] Por baixo nicho assente em parapeito, de recorte superior redondo [...]», VIDE MARQUES, p. 56, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0264-OAZ-AV,"Valverde, Rua do Emigrante",Loureiro,Oliveira de Azeméis,Aveiro,"Sim. «[...] No frontão, painel de azulejos com a representação de Santo António [...]», VIDE MARQUES, p. 57, 2001",sd,40.818232,-8.528760,"«Oratório conhecido por ""Capelinha de Santo António"", apresentam topo triangular ladeado por pináculos e rematado por acrotério sobre o qual exibe cruz [...] nicho de forato rectangular [...] ao lado do qual colocaram o peto [...]», VIDE MARQUES, p. 57, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Sim.,Sim. Gradeamento de ferro.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0265-OAZ-AV,"Valverde, Rua do Emigrante",Loureiro,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos [...] N. Sr.ª de Fátima com os pastorinhos.», VIDE MARQUES, p. 58, 2001",sd,40.819509,-8.527574,"«[...] Conhecidas por ""Alminhas do Pata"", apresentam forma de capelinha de topo triangular encimado por cruz latina ladeada por pináculos [...] nicho de formato rectangular [...]», VIDE MARQUES, p. 58, 2001",Inventário: Maria Clara Vide / Foto: Fernando Correia,Não,Sim. Gradeamento de ferro decorado com uma cruz.,,,,Foto: 12/04/2021,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",
0266-OAZ-AV,"Largo do Cruzeiro, rua Artur Pereira Resende",Macieira de Sarnes,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de azulejos representando um padre a celebrar a eucaristia, no momento da elevação. A seu lado, num plano inferior, um acólito e, em baixo, dois anjos [...]», VIDE MARQUES, p. 60, 2001",1854,40.905933,-8.463548,"«Alminhas oitocentistas, ricamente trabalhadas, afeiçoadas em bloco rectangular granítico. Apresentam colunas esculpidas, lisas, que suportam cobertura de duplo friso arredondado, encimado por cruz relevada, ladeada por pináculos também relevados. A base das alminhas é composta por bloco de granito decorado por pedestais [...] Sob esta, campo epigráfico degastado pelo tempo [...]», VIDE MARQUES, p. 60, 201",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0267-OAZ-AV,"Largo da Capela, EN327",Macieira de Sarnes,Oliveira de Azeméis,Aveiro,Não,sd,40.907426,-8.460763,"«Alminhas em granito formadas por duas partes distintas: corpo superior composto por bloco de pedra de remate superior arredondado, decorado por pináculos esculpidos, nomeio dos quais se ergue cruz, também esculpida. O corpo principal, constituído por bloco de granito de formato rectangular apresenta nicho de arco redondo no qual assenta a base da cruz [...]», VIDE MARQUES, p. 60, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0268-OAZ-AV,"Terças, Rua das Terças",Macieira de Sarnes,Oliveira de Azeméis,Aveiro,"Sim. «[...] aguarela onde se pintou, entre nuvens, em plano superior, dois conjuntos laterais formados por anjos acólitos auxiliando as almas e, em baixo, ao centro, também sobre nuvens, várias almas em atitude de dor, aguardando a sua vez de serem auxiliadas pelos anjos. [...]», VIDE MARQUES, p. 61, 2001",1853,40.900151,-8.459219,"«Alminhas oitocentistas [...] afeiçoadas em bloco rectangular granítico. Apresentam nicho de recorte superior redondo decorado superiormente por duplo friso arredondado, encimado por pináculos que ladeiam cruz de braços trilobados sob a qual se inscreveu a data de 1853, avivada a negro. O nicho, assente em base saliente [...]», VIDE MARQUES, p. 61, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
0269-OAZ-AV,"Costa Má, Rua Prof. Silva Pinto",Vila Chã de São Roque,Oliveira de Azeméis,Aveiro,"Sim. «[...] painel de madeira, onde pintaram composição formada por cruz [...]», VIDE MARQUES, p. 152, 2001",sd,40.878328,-8.476193,"«Alminhas oitocentistas em granito [...] em pagamento de uma processa [...] apresentam formato rectangular de topo de configuração arredondada. Nicho emoldurado, encimado por cruz latina avivada a negro e ladeada por pináculos [...]», VIDE MARQUES, p. 152, 2001",Inventário: Maria Clara Vide,Não,Sim. Gradeamento de ferro.,,,,,"1- VIDE MARQUES, Maria Clara de Paiva - ""Alminhas do Concelho de Oliveira de Azeméis - contributo para um inventário"", Oliveira de Azeméis, Câmara Municipal de Oliveira de Azeméis, 2001",Coordenadas geográficas em Google Earth
